                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.61313,                0.34216,                 0.9489,                0.98041,                0.94798,                0.98144,                0.84071,                0.61667,                0.28647,                0.95595,               0.002179,               0.002179,               0.002179
                    160,                0.61316,                0.34003,                0.95162,                0.98056,                0.94792,                 0.9816,                0.83979,                0.61597,                0.28598,                0.95564,              0.0021295,              0.0021295,              0.0021295
                    161,                0.60202,                 0.3354,                0.94785,                0.98137,                 0.9478,                0.98151,                0.84076,                0.61521,                0.28548,                0.95538,                0.00208,                0.00208,                0.00208
                    162,                0.61005,                0.34089,                0.94735,                0.98233,                0.94756,                0.98158,                0.84033,                0.61444,                0.28533,                0.95521,              0.0020305,              0.0020305,              0.0020305
                    163,                0.60233,                0.33153,                0.94509,                0.98169,                0.94697,                 0.9816,                0.84125,                0.61422,                0.28453,                0.95537,               0.001981,               0.001981,               0.001981
                    164,                0.60702,                0.33696,                0.94618,                0.98133,                0.94697,                 0.9815,                0.84195,                0.61365,                  0.284,                0.95522,              0.0019315,              0.0019315,              0.0019315
                    165,                0.59206,                0.33239,                0.94269,                0.98277,                0.94697,                0.98157,                0.84166,                0.61303,                0.28389,                0.95487,               0.001882,               0.001882,               0.001882
                    166,                0.59817,                0.33149,                0.94478,                0.98328,                0.94688,                0.98161,                 0.8418,                0.61268,                0.28342,                 0.9548,              0.0018325,              0.0018325,              0.0018325
                    167,                0.58745,                0.32703,                0.93889,                0.98328,                0.94686,                0.98153,                0.84231,                0.61174,                0.28365,                0.95427,               0.001783,               0.001783,               0.001783
                    168,                0.58585,                0.32156,                0.93957,                0.97816,                0.95265,                0.98213,                 0.8434,                0.61134,                0.28297,                0.95399,              0.0017335,              0.0017335,              0.0017335
                    169,                0.58975,                0.33009,                0.94076,                0.97817,                0.95265,                0.98183,                0.84404,                0.61089,                0.28263,                0.95386,               0.001684,               0.001684,               0.001684
                    170,                0.58833,                  0.327,                0.93959,                0.97766,                0.95303,                0.98182,                0.84415,                0.61085,                0.28243,                0.95412,              0.0016345,              0.0016345,              0.0016345
                    171,                0.58795,                0.32666,                0.93884,                0.97732,                0.95265,                0.98219,                0.84433,                0.61066,                0.28215,                 0.9539,               0.001585,               0.001585,               0.001585
                    172,                0.58181,                0.32212,                0.93436,                0.97767,                0.95343,                0.98187,                0.84382,                0.61047,                0.28185,                0.95375,              0.0015355,              0.0015355,              0.0015355
                    173,                0.58019,                0.32363,                0.93775,                0.97787,                 0.9536,                0.98186,                0.84422,                0.61004,                0.28115,                0.95352,               0.001486,               0.001486,               0.001486
                    174,                0.58134,                0.32325,                0.93805,                0.97818,                 0.9536,                0.98186,                0.84454,                0.60937,                0.28069,                 0.9532,              0.0014365,              0.0014365,              0.0014365
                    175,                0.57386,                0.31738,                0.93574,                0.97831,                 0.9536,                0.98169,                0.84534,                0.60898,                0.28055,                0.95303,               0.001387,               0.001387,               0.001387
                    176,                0.57219,                0.31592,                 0.9332,                0.97843,                 0.9536,                0.98235,                 0.8454,                0.60853,                0.28049,                0.95292,              0.0013375,              0.0013375,              0.0013375
                    177,                0.57141,                0.31498,                0.93394,                0.97817,                 0.9536,                0.98233,                0.84513,                0.60773,                0.28067,                0.95249,               0.001288,               0.001288,               0.001288
                    178,                0.56917,                 0.3174,                 0.9337,                0.97841,                 0.9536,                0.98227,                0.84661,                0.60759,                0.28019,                0.95255,              0.0012385,              0.0012385,              0.0012385
                    179,                0.56748,                0.31456,                0.93139,                0.97776,                0.95265,                0.98148,                 0.8459,                0.60701,                0.28012,                 0.9521,               0.001189,               0.001189,               0.001189
                    180,                0.55396,                0.30637,                0.92739,                0.97838,                0.95265,                0.98151,                0.84607,                0.60684,                0.27979,                0.95197,              0.0011395,              0.0011395,              0.0011395
                    181,                0.56389,                0.31556,                0.93177,                0.97846,                0.95265,                0.98101,                0.84704,                0.60682,                0.27997,                0.95213,                0.00109,                0.00109,                0.00109
                    182,                0.55253,                0.30782,                0.92775,                0.97846,                0.95265,                0.98108,                0.84736,                0.60657,                 0.2801,                0.95191,              0.0010405,              0.0010405,              0.0010405
                    183,                0.55973,                0.31083,                0.92921,                0.97957,                 0.9535,                0.98146,                0.84745,                0.60626,                0.28013,                0.95187,               0.000991,               0.000991,               0.000991
                    184,                 0.5474,                0.30836,                0.92345,                0.97773,                 0.9517,                0.98108,                0.84785,                0.60612,                0.28007,                0.95189,              0.0009415,              0.0009415,              0.0009415
                    185,                0.55499,                0.30697,                0.92499,                 0.9786,                0.95256,                0.98114,                0.84763,                0.60584,                0.28045,                0.95173,               0.000892,               0.000892,               0.000892
                    186,                0.54879,                0.30405,                0.92632,                0.97766,                 0.9517,                0.98081,                0.84798,                0.60546,                0.28054,                0.95166,              0.0008425,              0.0008425,              0.0008425
                    187,                0.54845,                0.30446,                0.92467,                0.97772,                 0.9517,                 0.9816,                0.84799,                0.60516,                0.28052,                 0.9516,               0.000793,               0.000793,               0.000793
                    188,                0.54882,                0.30231,                0.92846,                0.97778,                 0.9517,                0.98169,                0.84867,                0.60482,                0.28099,                0.95147,              0.0007435,              0.0007435,              0.0007435
                    189,                0.54279,                0.30237,                0.92455,                0.97766,                 0.9517,                0.98169,                0.84849,                0.60453,                0.28052,                0.95124,               0.000694,               0.000694,               0.000694
                    190,                0.54286,                0.30271,                0.91973,                 0.9774,                 0.9517,                 0.9817,                0.84915,                0.60412,                0.28006,                0.95115,              0.0006445,              0.0006445,              0.0006445
                    191,                0.48929,                0.25124,                0.87898,                 0.9774,                 0.9517,                0.98173,                0.84938,                0.60403,                0.27946,                0.95107,               0.000595,               0.000595,               0.000595
                    192,                0.47365,                0.24243,                0.87284,                0.97802,                0.95265,                0.98206,                0.84893,                0.60387,                0.27949,                0.95108,              0.0005455,              0.0005455,              0.0005455
                    193,                0.46621,                0.23731,                0.87032,                0.97828,                0.95265,                0.98211,                0.84868,                0.60339,                0.27968,                0.95092,               0.000496,               0.000496,               0.000496
                    194,                0.45795,                0.23591,                 0.8663,                 0.9776,                0.95265,                 0.9821,                 0.8503,                 0.6032,                0.27935,                0.95101,              0.0004465,              0.0004465,              0.0004465
                    195,                0.45643,                0.23583,                0.86908,                0.97668,                0.95189,                0.98169,                0.84982,                 0.6028,                0.27902,                0.95089,               0.000397,               0.000397,               0.000397
                    196,                0.45362,                0.23461,                0.86835,                0.97643,                 0.9517,                0.98167,                0.85023,                0.60268,                0.27898,                0.95085,              0.0003475,              0.0003475,              0.0003475
                    197,                0.45154,                0.23105,                0.86564,                0.97714,                0.95265,                0.98179,                0.84942,                0.60206,                0.27892,                0.95078,               0.000298,               0.000298,               0.000298
                    198,                0.44802,                0.23186,                0.86285,                0.97706,                0.95265,                0.98158,                0.84987,                0.60189,                0.27914,                0.95046,              0.0002485,              0.0002485,              0.0002485
                    199,                0.44515,                0.23027,                0.86448,                0.97679,                0.95265,                0.98156,                0.84964,                0.60144,                0.27892,                0.95034,               0.000199,               0.000199,               0.000199
                    200,                0.44597,                0.23013,                0.86135,                0.97619,                0.95265,                0.98155,                0.84972,                 0.6013,                0.27914,                0.95034,              0.0001495,              0.0001495,              0.0001495
